Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,PA,AB,BA,OBP,SLG,OPS,ISO,K%,BB%,K/BB,HR%,R/G,AB/HR,BABIP,OutRate,WOBA,SB%
422,1383514824,K. Waslefsky,Karsen Waslefsky,Waslefsky,Karsen,SS,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,3,41,13,10,.400,.538,.500,1.038,.100,7.7%,7.7%,1.00,0.0%,1.00,-,.444,55.6%,.466,100.0%
422,1929966737,J. Embury,Jon Embury,Embury,Jon,3B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,2,49,13,10,.400,.538,.600,1.138,.200,30.8%,0.0%,-,0.0%,2.00,-,.667,33.3%,.497,-
422,1567090189,A. Kuni,Aidan Kuni,Kuni,Aidan,1B,University of New Mexico,UNM,730153472,New Mexico,BBC,L,R,3,56,14,10,.400,.571,.900,1.471,.500,0.0%,21.4%,0.00,7.1%,1.67,10.00,.333,66.7%,.588,-
422,1205967539,M. Tufts,Mac Tufts,Tufts,Mac,SS,Longwood University,LONG,730219264,Longwood,BBC,R,R,3,59,14,10,.400,.571,.400,.971,.000,0.0%,28.6%,0.00,0.0%,1.00,-,.400,60.0%,.452,50.0%
422,1093153792,M. Graziano,Michael Graziano,Graziano,Michael,LF,Mercer University,MER,730240512,Mercer,BBC,R,R,3,50,12,10,.400,.500,.400,.900,.000,0.0%,8.3%,0.00,0.0%,0.33,-,.400,60.0%,.414,0.0%
422,1645393576,M. Collins,Mitchell Collins,Collins,Mitchell,SS,University of North Florida,UNF,730296832,North Florida,BBC,L,R,2,39,10,10,.400,.400,.400,.800,.000,10.0%,0.0%,-,0.0%,1.00,-,.444,55.6%,.355,100.0%
422,1806792104,J. Lee,Jayce Lee,Lee,Jayce,LF,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,2,46,10,10,.400,.400,.800,1.200,.400,30.0%,0.0%,-,10.0%,0.50,10.00,.500,50.0%,.505,-
422,1077535470,T. Lucas,Trevor Lucas,Lucas,Trevor,3B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,3,54,14,10,.400,.500,.400,.900,.000,14.3%,14.3%,1.00,0.0%,0.33,-,.444,55.6%,.405,100.0%
422,1342166568,B. Bowen,Blake Bowen,Bowen,Blake,1B,University of Akron,AKR,540536064,Akron,BBC,L,R,3,72,13,10,.400,.538,.800,1.338,.400,30.8%,23.1%,1.33,7.7%,0.67,10.00,.600,40.0%,.549,100.0%
422,1061039381,J. Souders,Jake Souders,Souders,Jake,RF,Samford University,SAM,730386432,Samford,BBC,R,R,3,42,13,10,.400,.538,.500,1.038,.100,7.7%,15.4%,0.50,0.0%,1.67,-,.444,55.6%,.464,100.0%
422,1700198255,C. Walsh,Charlie Walsh,Walsh,Charlie,2B,George Washington University,GW,730249216,George Washington,BBC,R,R,3,50,11,10,.400,.455,.700,1.155,.300,18.2%,9.1%,2.00,9.1%,0.67,10.00,.429,57.1%,.489,-
422,1342170748,A. Carson,Ansel Carson,Carson,Ansel,SS,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,S,R,2,14,8,5,.400,.625,.400,1.025,.000,0.0%,25.0%,0.00,0.0%,0.50,-,.400,60.0%,.487,100.0%
422,1929835739,N. Miller,Nolan Miller,Miller,Nolan,RF,University of Portland,PORT,730360320,Portland,BBC,L,L,2,33,7,5,.400,.429,.400,.829,.000,0.0%,0.0%,-,0.0%,0.00,-,.333,66.7%,.357,-
422,1332163632,H. Carns,Hunter Carns,Carns,Hunter,C,Florida State University,FSU,101,Florida State,BBC,R,R,2,38,8,5,.400,.500,.400,.900,.000,25.0%,25.0%,1.00,0.0%,0.50,-,.500,50.0%,.396,-
422,1520915528,J. Nelson,Jaret Nelson,Nelson,Jaret,1B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,2,41,11,10,.400,.455,.700,1.155,.300,45.5%,9.1%,5.00,9.1%,1.00,10.00,.750,25.0%,.489,-
422,1727777441,J. Bennett,Jake Bennett,Bennett,Jake,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,2,42,10,5,.400,.700,1.600,2.300,1.200,10.0%,50.0%,0.20,20.0%,3.00,2.50,.000,100.0%,.754,100.0%
422,1112227629,A. Cano,Angel Cano,Cano,Angel,1B,Little Rock,UALR,730217472,Little Rock,BBC,R,R,2,34,10,10,.400,.400,.700,1.100,.300,10.0%,0.0%,-,10.0%,1.50,10.00,.375,62.5%,.469,-
422,1569192807,T. Long,Ty Long,Long,Ty,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,2,29,7,5,.400,.571,1.000,1.571,.600,14.3%,14.3%,1.00,14.3%,1.00,5.00,.333,66.7%,.620,-
422,1800393930,M. Rhoades,Matthew Rhoades,Rhoades,Matthew,TWP,Butler University,BUT,730283520,Butler,BBC,L,L,3,64,16,15,.400,.438,1.000,1.438,.600,12.5%,6.3%,2.00,12.5%,1.33,7.50,.364,63.6%,.587,-
422,1398690444,J. Balcer,Jack Balcer,Balcer,Jack,OF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,2,37,10,10,.400,.400,.500,.900,.100,30.0%,0.0%,-,0.0%,0.00,-,.571,42.9%,.391,-
422,1126229521,M. Towchik,Max Towchik,Towchik,Max,IF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,2,32,8,5,.400,.500,1.000,1.500,.600,12.5%,12.5%,1.00,12.5%,1.00,5.00,.250,75.0%,.542,-
422,1989646022,T. Dunsford,T.J. Dunsford,Dunsford,T.J.,TWP,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,3,62,16,15,.400,.438,.733,1.171,.333,18.8%,6.3%,3.00,6.3%,1.00,15.00,.455,54.5%,.493,100.0%
422,1441755498,K. McDowell,Kendall McDowell,McDowell,Kendall,OF,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,3,46,12,10,.400,.417,.700,1.117,.300,33.3%,8.3%,4.00,8.3%,0.67,10.00,.500,50.0%,.449,-
422,1527231523,T. Harris,Taylor Harris,Harris,Taylor,OF,Ohio University,OHIO,730298368,Ohio,BBC,R,R,1,10,5,5,.400,.400,.400,.800,.000,40.0%,0.0%,-,0.0%,1.00,-,.667,33.3%,.355,-
422,1369484517,D. Passo,Dylan Passo,Passo,Dylan,IF,University of Notre Dame,ND,225,Notre Dame,BBC,L,L,2,25,7,5,.400,.429,.400,.829,.000,0.0%,0.0%,-,0.0%,0.00,-,.333,66.7%,.357,-
422,1545184623,N. Griffith,Nick Griffith,Griffith,Nick,IF,Morehead State University,MORE,730158080,Morehead State,BBC,L,R,3,32,10,10,.400,.400,.500,.900,.100,20.0%,0.0%,-,0.0%,0.33,-,.500,50.0%,.391,-
422,1421072829,M. Dean,Mason Dean,Dean,Mason,OF,Fordham University,FOR,730324992,Fordham,BBC,L,R,3,39,12,10,.400,.500,.700,1.200,.300,8.3%,8.3%,1.00,8.3%,0.33,10.00,.375,62.5%,.509,-
486,1263352576,K. Jones,Kevin Jones,Jones,Kevin,SS,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,3,48,13,13,.385,.385,.538,.923,.154,7.7%,0.0%,-,0.0%,0.33,-,.417,58.3%,.397,0.0%
486,1332977408,D. Mihos,Dean Mihos,Mihos,Dean,CF,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,3,52,14,13,.385,.429,.692,1.121,.308,7.1%,0.0%,-,7.1%,1.00,13.00,.364,63.6%,.476,-
486,1297576704,C. Canon,Cider Canon,Canon,Cider,RF,Duke University,DUKE,730336256,Duke,BBC,R,R,4,64,18,13,.385,.556,.615,1.171,.231,11.1%,22.2%,0.50,5.6%,1.00,13.00,.400,60.0%,.505,100.0%
486,1162548992,L. Johnson,Lucas Johnson,Johnson,Lucas,LF,Longwood University,LONG,730219264,Longwood,BBC,R,R,3,69,16,13,.385,.500,.385,.885,.000,12.5%,12.5%,1.00,0.0%,1.33,-,.455,54.5%,.410,80.0%
486,1254188032,D. Alvarez,David Alvarez,Alvarez,David,OF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,3,56,13,13,.385,.385,.615,1.000,.231,7.7%,0.0%,-,0.0%,1.00,-,.417,41.7%,.422,-
486,1132728576,M. Graveline,Matthew Graveline,Graveline,Matthew,LF,West Virginia University,WVU,5327,West Virginia,BBC,R,R,3,65,15,13,.385,.467,.923,1.390,.538,26.7%,13.3%,2.00,13.3%,0.67,6.50,.429,57.1%,.565,-
486,1161276160,J. Halter,Jackson Halter,Halter,Jackson,RF,Marshall University,MRSH,730333696,Marshall,BBC,L,R,3,61,16,13,.385,.500,1.077,1.577,.692,12.5%,6.3%,2.00,12.5%,2.00,6.50,.333,66.7%,.620,-
486,1306696448,J. Schaffner,Jake Schaffner,Schaffner,Jake,SS,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,3,49,15,13,.385,.400,.692,1.092,.308,0.0%,0.0%,-,0.0%,1.00,-,.357,64.3%,.437,100.0%
486,1239350528,M. Maulik,Matthew Maulik,Maulik,Matthew,3B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,3,55,15,13,.385,.400,.769,1.169,.385,6.7%,6.7%,1.00,6.7%,1.33,13.00,.333,66.7%,.467,-
486,1835942647,J. Herring,Jack Herring,Herring,Jack,RF,East Carolina University,ECU,730270720,East Carolina,BBC,S,L,3,62,15,13,.385,.467,.769,1.236,.385,0.0%,6.7%,0.00,6.7%,1.33,13.00,.333,50.0%,.515,-
486,1769279232,B. Terrell,Bub Terrell,Terrell,Bub,LF,Auburn University,AUB,5466,Auburn,BBC,L,L,3,65,14,13,.385,.429,.615,1.044,.231,35.7%,0.0%,-,7.1%,0.67,13.00,.571,42.9%,.450,-
486,1342168678,A. Howard,Aden Howard,Howard,Aden,CF,University of San Diego,USD,5320,San Diego,BBC,S,R,3,48,14,13,.385,.429,.692,1.121,.308,42.9%,0.0%,-,0.0%,1.67,-,.714,28.6%,.468,100.0%
486,1675650877,I. Armstrong,Ian Armstrong,Armstrong,Ian,C,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,3,52,14,13,.385,.429,.692,1.121,.308,28.6%,7.1%,4.00,7.1%,0.67,13.00,.500,50.0%,.474,-
486,1912613998,M. Acton,Mason Acton,Acton,Mason,C,Bellarmine University,BU,730167552,Bellarmine,BBC,L,R,3,38,13,13,.385,.385,.462,.846,.077,7.7%,0.0%,-,0.0%,0.33,-,.417,50.0%,.369,-
486,1198993920,J. Popick,JT Popick,Popick,JT,2B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,3,38,14,13,.385,.429,.538,.967,.154,14.3%,7.1%,2.00,0.0%,0.67,-,.455,54.5%,.419,-
486,1544331058,M. Carter,Merik Carter,Carter,Merik,2B,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,L,R,4,54,17,13,.385,.529,.692,1.222,.308,5.9%,23.5%,0.25,5.9%,1.00,13.00,.364,63.6%,.513,100.0%
486,1656460412,J. Loudon,John Loudon,Loudon,John,OF,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,3,47,15,13,.385,.467,.769,1.236,.385,13.3%,13.3%,1.00,6.7%,1.33,13.00,.400,50.0%,.513,100.0%
503,1294967040,J. Jones,Jayson Jones,Jones,Jayson,3B,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,2,31,9,8,.375,.444,1.125,1.569,.750,0.0%,11.1%,0.00,22.2%,2.00,4.00,.167,83.3%,.626,100.0%
503,1310332928,R. Helfrick,Ryder Helfrick,Helfrick,Ryder,C,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,2,41,10,8,.375,.500,1.125,1.625,.750,30.0%,20.0%,1.50,20.0%,2.00,4.00,.333,66.7%,.626,100.0%
503,1093141248,T. Rhoades,Ty Rhoades,Rhoades,Ty,3B,Little Rock,UALR,730217472,Little Rock,BBC,L,R,2,33,9,8,.375,.444,.625,1.069,.250,11.1%,11.1%,1.00,0.0%,0.00,-,.429,57.1%,.450,0.0%
503,1104495104,M. Heusohn,Marcus Heusohn,Heusohn,Marcus,1B,McNeese State University,MCNS,730285056,McNeese State,BBC,L,L,2,25,8,8,.375,.375,.375,.750,.000,12.5%,0.0%,-,0.0%,0.00,-,.429,57.1%,.332,-
503,1332977664,C. Musacchia,Carmelo Musacchia,Musacchia,Carmelo,2B,Northeastern University,NE,343,Northeastern,BBC,R,R,2,33,8,8,.375,.375,.375,.750,.000,37.5%,0.0%,-,0.0%,0.00,-,.600,40.0%,.332,100.0%
503,1207513600,B. Durbin,Beau Durbin,Durbin,Beau,2B,Lamar University,LAM,730162432,Lamar,BBC,L,R,2,43,11,8,.375,.545,.500,1.045,.125,18.2%,18.2%,1.00,0.0%,1.50,-,.500,50.0%,.468,-
503,1190295297,K. Aloy,Kuhio Aloy,Aloy,Kuhio,IF,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,2,26,8,8,.375,.375,.750,1.125,.375,12.5%,0.0%,-,12.5%,1.00,8.00,.333,66.7%,.475,100.0%
503,1105510913,D. Smaldino,Dominic Smaldino,Smaldino,Dominic,1B,Arizona State University,ASU,5035,Arizona State,BBC,R,R,2,27,9,8,.375,.444,.750,1.194,.375,11.1%,11.1%,1.00,11.1%,1.00,8.00,.333,66.7%,.500,100.0%
503,1271032320,R. Stallman,Reed Stallman,Stallman,Reed,LF,Mississippi State University,MSST,5080,Mississippi State,BBC,L,R,3,36,10,8,.375,.500,.625,1.125,.250,20.0%,10.0%,2.00,0.0%,0.67,-,.500,50.0%,.481,-
503,1279138561,J. Wilga,Joey Wilga,Wilga,Joey,1B,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,2,29,9,8,.375,.444,.375,.819,.000,44.4%,11.1%,4.00,0.0%,0.00,-,.750,25.0%,.373,-
503,1084459776,C. Coates,Colton Coates,Coates,Colton,1B,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,3,58,13,8,.375,.615,.500,1.115,.125,7.7%,38.5%,0.20,0.0%,1.00,-,.429,57.1%,.501,-
503,1309504768,J. Martinez,Jace Martinez,Martinez,Jace,SS,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,2,48,10,8,.375,.500,.375,.875,.000,10.0%,20.0%,0.50,0.0%,1.00,-,.429,57.1%,.405,100.0%
503,1207821568,C. Stelly,Caleb Stelly,Stelly,Caleb,CF,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,2,28,8,8,.375,.375,.375,.750,.000,12.5%,0.0%,-,0.0%,0.00,-,.429,57.1%,.332,-
503,1310690048,F. Kelly,Frank Kelly,Kelly,Frank,2B,High Point University,HP,730321152,High Point,BBC,R,R,3,50,12,8,.375,.583,.375,.958,.000,16.7%,33.3%,0.50,0.0%,0.67,-,.500,50.0%,.454,66.7%
503,1121519104,J. Williams,Jordon Williams,Williams,Jordon,CF,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,2,47,11,8,.375,.545,.625,1.170,.250,36.4%,27.3%,1.33,0.0%,2.00,-,.750,25.0%,.498,100.0%
503,1257267968,D. Kennedy,Dee Kennedy,Kennedy,Dee,3B,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,2,23,10,8,.375,.500,.750,1.250,.375,10.0%,20.0%,0.50,10.0%,2.00,8.00,.333,66.7%,.519,100.0%
503,1310808576,K. Strohmeyer,Kellen Strohmeyer,Strohmeyer,Kellen,RF,University of Iowa,IOWA,1232,Iowa,BBC,L,R,2,19,8,8,.375,.375,.500,.875,.125,12.5%,0.0%,-,0.0%,0.50,-,.429,57.1%,.378,-
503,1167235840,C. Bogenpohl,Caden Bogenpohl,Bogenpohl,Caden,CF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,2,49,12,8,.375,.583,.750,1.333,.375,8.3%,33.3%,0.25,8.3%,1.00,8.00,.333,66.7%,.536,0.0%
503,1085384704,D. Patrizi,Dom Patrizi,Patrizi,Dom,SS,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,2,33,8,8,.375,.375,.375,.750,.000,37.5%,0.0%,-,0.0%,0.50,-,.600,40.0%,.332,-
503,1310643968,J. Brown,Jake Brown,Brown,Jake,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,2,40,9,8,.375,.444,.625,1.069,.250,22.2%,11.1%,2.00,0.0%,1.00,-,.500,50.0%,.454,-
503,1287363840,K. Law,Kyle Law,Law,Kyle,CF,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,2,32,10,8,.375,.500,.375,.875,.000,30.0%,0.0%,-,0.0%,1.00,-,.600,40.0%,.411,-
503,1212883200,D. Tavarez,Diego Tavarez,Tavarez,Diego,LF,Wagner College,WAG,730192640,Wagner,BBC,L,R,3,53,12,8,.375,.500,.500,1.000,.125,16.7%,25.0%,0.67,0.0%,0.67,-,.429,57.1%,.426,-
503,1304692992,M. Knight,Max Knight,Knight,Max,TWP,Missouri State University,MOSU,5382,Missouri State,BBC,L,L,2,40,10,8,.375,.500,.750,1.250,.375,30.0%,10.0%,3.00,10.0%,1.00,8.00,.500,50.0%,.522,100.0%
503,1290066432,R. Masse,Rowan Masse,Masse,Rowan,3B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,3,43,13,8,.375,.615,.500,1.115,.125,7.7%,30.8%,0.25,0.0%,1.67,-,.429,57.1%,.503,100.0%
503,1330771712,R. Cholowsky,Roch Cholowsky,Cholowsky,Roch,SS,UCLA,UCLA,5048,UCLA,BBC,R,R,2,38,10,8,.375,.400,1.000,1.400,.625,10.0%,10.0%,1.00,10.0%,2.00,8.00,.286,71.4%,.523,-
503,1309405696,B. Holcomb,Braden Holcomb,Holcomb,Braden,LF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,2,34,10,8,.375,.500,.875,1.375,.500,30.0%,20.0%,1.50,10.0%,1.00,8.00,.500,50.0%,.556,100.0%
503,1222537473,B. Clark,Ben Clark,Clark,Ben,C,Oakland University,OAK,5386,Oakland,BBC,R,R,2,32,9,8,.375,.444,.625,1.069,.250,33.3%,11.1%,3.00,0.0%,1.00,-,.600,40.0%,.454,-
503,1242230528,H. Lewis,Hayden Lewis,Lewis,Hayden,P,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,L,L,2,32,9,8,.375,.444,.375,.819,.000,22.2%,0.0%,-,0.0%,0.00,-,.500,50.0%,.376,-
503,1279356928,C. Cahill,Cole Cahill,Cahill,Cole,1B,University of Toledo,TOL,5388,Toledo,BBC,L,L,2,27,9,8,.375,.333,.500,.833,.125,11.1%,0.0%,-,0.0%,0.00,-,.375,62.5%,.336,-
503,1128523520,N. Karliner,Noah Karliner,Karliner,Noah,LF,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,2,32,9,8,.375,.444,.500,.944,.125,33.3%,11.1%,3.00,0.0%,0.00,-,.600,40.0%,.414,-
503,1129552649,T. Bridges,Trey Bridges,Bridges,Trey,LF,Grambling State University,GRAM,5378,Grambling State,BBC,L,L,2,38,10,8,.375,.500,.375,.875,.000,20.0%,20.0%,1.00,0.0%,1.50,-,.500,50.0%,.405,-
503,1247518976,T. Tracy,Tab Tracy,Tracy,Tab,CF,Lamar University,LAM,730162432,Lamar,BBC,L,L,2,43,11,8,.375,.545,.375,.920,.000,9.1%,18.2%,0.50,0.0%,0.50,-,.429,42.9%,.435,-
503,1123968000,K. Schupmann,Kyle Schupmann,Schupmann,Kyle,3B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,2,39,9,8,.375,.444,.375,.819,.000,44.4%,11.1%,4.00,0.0%,1.00,-,.750,25.0%,.373,66.7%
503,1053576927,K. Agosto,Kelvin Agosto,Agosto,Kelvin,LF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,4,52,18,16,.375,.389,.500,.889,.125,11.1%,5.6%,2.00,0.0%,0.50,-,.400,60.0%,.375,50.0%
503,1458273149,C. Slack,Clayton Slack,Slack,Clayton,SS,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,2,36,10,8,.375,.500,.375,.875,.000,10.0%,20.0%,0.50,0.0%,0.00,-,.429,57.1%,.405,100.0%
503,1747314936,B. Griffiths,Brett Griffiths,Griffiths,Brett,2B,Ball State University,BALL,730195456,Ball State,BBC,R,R,3,54,14,8,.375,.615,.625,1.240,.250,0.0%,35.7%,0.00,0.0%,1.00,-,.375,62.5%,.529,-
503,1152596528,N. Zampieron,Nick Zampieron,Zampieron,Nick,CF,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,2,35,9,8,.375,.444,.375,.819,.000,11.1%,11.1%,1.00,0.0%,0.00,-,.429,57.1%,.373,66.7%
503,1342167294,B. DeLamielleure,Brody DeLamielleure,DeLamielleure,Brody,LF,Florida State University,FSU,101,Florida State,BBC,R,R,2,24,8,8,.375,.375,1.125,1.500,.750,25.0%,0.0%,-,25.0%,1.00,4.00,.250,75.0%,.618,-
503,1368575942,R. Moody,Reese Moody,Moody,Reese,2B,James Madison University,JMU,730340096,James Madison,BBC,R,R,2,40,9,8,.375,.444,.375,.819,.000,22.2%,11.1%,2.00,0.0%,0.50,-,.500,50.0%,.373,100.0%
503,1984059385,C. Hill,Cameron Hill,Hill,Cameron,RF,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,2,39,11,8,.375,.545,.750,1.295,.375,18.2%,27.3%,0.67,9.1%,1.50,8.00,.400,60.0%,.536,0.0%
503,1362767512,T. Enright,Trotter Enright,Enright,Trotter,2B,Long Beach State University,LBSU,730224128,Long Beach State,BBC,L,R,2,44,10,8,.375,.500,.500,1.000,.125,0.0%,20.0%,0.00,0.0%,0.00,-,.375,50.0%,.442,100.0%
503,1466872686,E. Rossi,Ethan Rossi,Rossi,Ethan,RF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,3,20,10,8,.375,.500,.500,1.000,.125,30.0%,10.0%,3.00,0.0%,0.67,-,.600,40.0%,.445,-
503,1157888329,J. McCoy,Jake McCoy,McCoy,Jake,LF,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,2,49,10,8,.375,.500,.875,1.375,.500,40.0%,20.0%,2.00,10.0%,1.50,8.00,.667,0.0%,.556,-
503,1615972193,C. Marion,Charlie Marion,Marion,Charlie,RF,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,R,2,28,8,8,.375,.375,.750,1.125,.375,25.0%,0.0%,-,12.5%,0.50,8.00,.400,60.0%,.475,-
503,1671286171,J. Long,Jake Long,Long,Jake,LF,University of Utah,UTAH,730328320,Utah,BBC,L,R,2,41,11,8,.375,.500,.750,1.250,.375,0.0%,9.1%,0.00,9.1%,0.50,8.00,.286,71.4%,.522,-
503,1686792825,K. Duran,Kevin Duran,Duran,Kevin,2B,Lamar University,LAM,730162432,Lamar,BBC,R,R,2,38,9,8,.375,.444,.625,1.069,.250,11.1%,11.1%,1.00,0.0%,1.50,-,.429,42.9%,.454,-
503,1760227824,M. Risley,Miles Risley,Risley,Miles,CF,University of Iowa,IOWA,1232,Iowa,BBC,R,R,2,44,9,8,.375,.444,.500,.944,.125,22.2%,0.0%,-,0.0%,0.00,-,.500,50.0%,.417,100.0%
503,1793130965,K. Schulte,Kooper Schulte,Schulte,Kooper,SS,University of Iowa,IOWA,1232,Iowa,BBC,R,R,2,30,8,8,.375,.375,.875,1.250,.500,12.5%,0.0%,-,12.5%,0.50,8.00,.333,66.7%,.521,0.0%
503,1810144984,D. Barrett,Drey Barrett,Barrett,Drey,3B,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,2,26,8,8,.375,.375,.375,.750,.000,12.5%,0.0%,-,0.0%,0.50,-,.429,57.1%,.332,-
503,1614556977,L. Smelser,Landon Smelser,Smelser,Landon,LF,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,L,L,2,32,9,8,.375,.444,.375,.819,.000,0.0%,11.1%,0.00,0.0%,1.00,-,.375,62.5%,.373,-
503,1249585136,A. Detlefsen,Andrew Detlefsen,Detlefsen,Andrew,LF,UTSA,UTSA,730373120,UTSA,BBC,R,R,2,26,9,8,.375,.444,.500,.944,.125,33.3%,0.0%,-,0.0%,2.50,-,.600,40.0%,.417,-
503,1812663219,J. Janicki,Jimmy Janicki,Janicki,Jimmy,3B,Troy University,TROY,730378496,Troy,BBC,R,R,3,55,13,8,.375,.538,.750,1.288,.375,15.4%,23.1%,0.67,7.7%,0.67,8.00,.333,66.7%,.509,50.0%
503,1840635502,E. Estrella,Emil Estrella,Estrella,Emil,RF,Indiana State University,INST,730350080,Indiana State,BBC,R,R,2,24,9,8,.375,.444,.500,.944,.125,0.0%,11.1%,0.00,0.0%,1.00,-,.375,50.0%,.414,100.0%
503,1342170651,B. Rudisill,Bryce Rudisill,Rudisill,Bryce,1B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,2,29,8,8,.375,.375,.375,.750,.000,12.5%,0.0%,-,0.0%,0.00,-,.429,57.1%,.332,-
503,1126438009,B. Clavon,Bryce Clavon,Clavon,Bryce,LF,Clemson University,CLEM,730358784,Clemson,BBC,R,R,3,39,11,8,.375,.545,.750,1.295,.375,9.1%,18.2%,0.50,9.1%,1.00,8.00,.333,66.7%,.538,0.0%
503,1476164522,M. Quick,Michael Quick,Quick,Michael,LF,Bradley University,BRAD,730253312,Bradley,BBC,L,L,2,14,9,8,.375,.444,.375,.819,.000,22.2%,0.0%,-,0.0%,0.50,-,.500,50.0%,.376,-
503,1759752870,T. Martinez,Trevian Martinez,Martinez,Trevian,C,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,2,31,8,8,.375,.375,.375,.750,.000,12.5%,0.0%,-,0.0%,0.00,-,.429,57.1%,.332,-
503,1533930152,C. Daniel,Caleb Daniel,Daniel,Caleb,LF,Georgia Tech,GT,100,Georgia Tech,BBC,L,R,2,36,10,8,.375,.500,1.250,1.750,.875,20.0%,10.0%,2.00,20.0%,2.00,4.00,.250,50.0%,.673,-
503,1889762417,W. Campana,Wandel Campana,Campana,Wandel,2B,Western Illinois University,WIU,730370560,Western Illinois,BBC,L,R,3,43,10,8,.375,.500,.375,.875,.000,20.0%,10.0%,2.00,0.0%,0.67,-,.500,33.3%,.408,-
503,1720481395,A. Anderson,AJ Anderson,Anderson,AJ,SS,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,2,26,8,8,.375,.375,.625,1.000,.250,0.0%,0.0%,-,0.0%,0.50,-,.375,62.5%,.424,100.0%
503,1851876651,R. Kelly,Rowan Kelly,Kelly,Rowan,RF,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,L,2,42,10,8,.375,.444,.875,1.319,.500,0.0%,10.0%,0.00,10.0%,1.50,8.00,.286,71.4%,.540,-
503,1625677173,C. Martin,Cade Martin,Martin,Cade,C,Little Rock,UALR,730217472,Little Rock,BBC,R,R,2,34,10,8,.375,.500,.375,.875,.000,10.0%,20.0%,0.50,0.0%,0.50,-,.429,57.1%,.405,-
503,1123153195,Z. Taylor,Zion Taylor,Taylor,Zion,OF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,L,R,3,56,12,8,.375,.583,.500,1.083,.125,16.7%,25.0%,0.67,0.0%,0.67,-,.500,50.0%,.487,-
