# Document parsed from: Copy_of_Rate_7_2.numbers

## Page 1

|playerFullName|player|playerFirstName|pos|newestTeamName|newestTeamLocation|batsHand|throwsHand|Age|AB|BA|OBP|SLG|OPS|ISO|
|AJ Nessler|Nessler|AJ|LF|University of Pittsburgh|Pittsburgh|L|R|22|207|0.324|0.439|0.454|0.893|0.13|
|Andrew Williamson|Williamson|Andrew|RF|University of Central Florida|Central Florida|L|L|20|214|0.35|0.448|0.659|1.107|0.308|
|David Coppedge|Coppedge|David|3B|Lipscomb University|Lipscomb|R|R|23|213|0.291|0.398|0.521|0.92|0.23|
|Heladio Moreno|Moreno|Heladio|LF|Lamar University|Lamar|L|L|0|200|0.335|0.409|0.425|0.834|0.09|
|Zach Chamizo|Chamizo|Zach|3B|San Jose State University|San Jose State|L|R|23|215|0.335|0.388|0.507|0.895|0.172|
|Michelle Artzberger|Artzberger|Michelle|1B|University of Louisiana at Monroe|UL Monroe|L|L|0|204|0.255|0.317|0.377|0.694|0.123|
|Randy Seymour|Seymour|Randy|SS|Michigan State University|Michigan State|R|R|21|198|0.268|0.326|0.419|0.745|0.152|
|Jonathan Lane|Lane|Jonathan|2B|University of North Alabama|North Alabama|R|R|0|210|0.252|0.321|0.3|0.621|0.048|
|Leighton Jenkins|Jenkins|Leighton|SS|University of North Alabama|North Alabama|R|R|0|189|0.206|0.289|0.249|0.538|0.042|
|Jake Schaffner|Schaffner|Jake|SS|North Dakota State University|North Dakota State|L|R|21|229|0.367|0.435|0.467|0.902|0.1|
|Matthias Haas|Haas|Matthias|1B|Tulane University|Tulane|R|R|24|208|0.303|0.384|0.471|0.855|0.168|
|Connor Moore|Moore|Connor|LF|University of North Florida|North Florida|R|R|23|220|0.323|0.378|0.495|0.874|0.173|
|Reese Lipoma|Lipoma|Reese|CF|Northwestern State University|Northwestern State|R|R|23|219|0.324|0.451|0.402|0.853|0.078|
|Balin Valentine|Valentine|Balin|LF|Northwestern State University|Northwestern State|R|R|0|216|0.292|0.375|0.468|0.843|0.176|
|Nick Barone|Barone|Nick|LF|Liberty University|Liberty|R|R|22|209|0.282|0.356|0.512|0.868|0.23|
|Tanner Smith|Smith|Tanner|C|University of Miami|Miami|R|R|23|166|0.253|0.385|0.416|0.801|0.163|
|Jared Quandt|Quandt|Jared|RF|University of Hawaii, Manoa|Hawaii|S|R|23|196|0.311|0.418|0.423|0.842|0.112|
|Matthew Miura|Miura|Matthew|CF|University of Hawaii, Manoa|Hawaii|R|R|22|213|0.338|0.454|0.46|0.914|0.122|
|Jackson Mayo|Mayo|Jackson|LF|University of South Florida|South Florida|L|L|23|193|0.233|0.333|0.415|0.748|0.181|
|Elijah Smith|Smith|Elijah|RF|Western Carolina University|Western Carolina|R|R|0|200|0.31|0.364|0.475|0.839|0.165|
|Carlos Pena|Pena|Carlos|1B|Indiana State University|Indiana State|L|R|22|205|0.327|0.444|0.624|1.068|0.298|
|Bryce Cannon|Cannon|Bryce|1B|Southeast Missouri State University|Southeast Missouri State|L|L|23|220|0.295|0.398|0.505|0.902|0.209|
|Gabe Miranda|Miranda|Gabe|1B|Northern Kentucky University|Northern Kentucky|L|L|22|215|0.335|0.471|0.605|1.075|0.27|
|Blake Penso|Penso|Blake|C|UC Irvine|UC Irvine|R|R|24|177|0.282|0.36|0.497|0.857|0.215|
|Colin Barczi|Barczi|Colin|C|Vanderbilt University|Vanderbilt|R|R|21|198|0.253|0.307|0.439|0.746|0.187|
|Kamana Nahaku|Nahaku|Kamana|LF|University of Hawaii, Manoa|Hawaii|R|R|0|169|0.284|0.419|0.503|0.922|0.219|
|Landon West|West|Landon|C|Rice University|Rice|R|R|21|173|0.283|0.401|0.445|0.846|0.162|
|Austin Neuweg|Neuweg|Austin|3B|Saint Louis University|St. Louis|R|R|22|177|0.249|0.318|0.424|0.742|0.175|
|CJ Egrie|Egrie|CJ|RF|College of the Holy Cross|Holy Cross|R|R|22|198|0.308|0.459|0.485|0.944|0.177|
|Mac Gillespie|Gillespie|Mac|CF|UNC Wilmington|UNC Wilmington|R|R|21|188|0.25|0.356|0.378|0.734|0.128|
|Tyler Cox|Cox|Tyler|SS|University of Houston|Houston|R|R|25|156|0.269|0.364|0.314|0.678|0.045|
|Michael Gupton|Gupton|Michael|CF|Samford University|Samford|R|R|0|192|0.333|0.401|0.63|1.031|0.297|
|Jesse Jaconski|Jaconski|Jesse|LF|Penn State University|Penn State|R|R|21|205|0.298|0.368|0.551|0.919|0.254|
|Jayce Dobie|Dobie|Jayce|TWP|University of Nevada|Nevada|R|R|21|192|0.339|0.413|0.526|0.939|0.187|
|Kenny Decelle|Decelle|Kenny|CF|University of San Francisco|San Francisco|R|R|23|208|0.26|0.355|0.442|0.797|0.183|
|Johnny Knox|Knox|Johnny|TWP|Quinnipiac University|Quinnipiac|R|R|24|214|0.304|0.402|0.481|0.883|0.178|
|Kyle Lodise|Lodise|Kyle|SS|Georgia Tech|Georgia Tech|R|R|22|219|0.329|0.429|0.667|1.095|0.338|
|Aaron Piasecki|Piasecki|Aaron|2B|Central Michigan University|Central Michigan|L|R|22|212|0.316|0.397|0.458|0.854|0.142|
|Carter Beck|Beck|Carter|CF|Indiana State University|Indiana State|L|R|20|227|0.335|0.417|0.564|0.981|0.229|
|J.T. Thompson|Thompson|J.T.|2B|Rutgers University|Rutgers|L|R|21|181|0.26|0.373|0.337|0.71|0.077|
|Hollis Porter|Porter|Hollis|1B|University of Maryland-College Park|Maryland|L|R|21|231|0.303|0.365|0.632|0.997|0.329|
|Tommy Markey|Markey|Tommy|LF|Fordham University|Fordham|L|L|21|138|0.246|0.321|0.377|0.697|0.13|
|Sean McCulloch|McCulloch|Sean|LF|Quinnipiac University|Quinnipiac|L|R|0|223|0.3|0.416|0.354|0.77|0.054|
|Petey Craska|Craska|Petey|1B|University of North Alabama|North Alabama|L|R|21|189|0.344|0.5|0.55|1.05|0.206|
|Sam Christiansen|Christiansen|Sam|RF|University of Oklahoma|Oklahoma|L|L|21|165|0.255|0.455|0.467|0.921|0.212|
|Parker Blackman|Blackman|Parker|CF|Sam Houston State University|Sam Houston State|L|L|20|185|0.243|0.358|0.341|0.698|0.097|
|Terrence Kiel II|Kiel II|Terrence|RF|Texas A\&M University|Texas A\&M|R|R|20|201|0.294|0.388|0.388|0.776|0.095|
|Freddy Forgione|Forgione|Freddy|1B|Binghamton University|Binghamton|R|R|23|201|0.348|0.454|0.637|1.091|0.289|
|Matt Bolton|Bolton|Matt|CF|Binghamton University|Binghamton|L|R|19|225|0.347|0.446|0.498|0.943|0.151|
|Johnny Lemm|Lemm|Johnny|C|Southern Illinois University|Southern Illinois|L|R|0|180|0.272|0.443|0.661|1.104|0.389|
|Tanner Chun|Chun|Tanner|LF|Tulane University|Tulane|R|R|20|166|0.259|0.383|0.482|0.865|0.223|
|Jamie Laskofski|Laskofski|Jamie|3B|College of William & Mary|William & Mary|L|R|0|214|0.36|0.423|0.467|0.89|0.107|
|Colin Crowley|Crowley|Colin|3B|Winthrop University|Winthrop|L|R|0|167|0.24|0.384|0.305|0.689|0.066|
|Parker Martin|Martin|Parker|3B|University of Southern Indiana|Southern Indiana|L|R|21|208|0.341|0.43|0.457|0.886|0.115|
|Ty Mainolfi|Mainolfi|Ty|2B|University of Dayton|Dayton|L|L|19|184|0.304|0.409|0.473|0.882|0.168|
|Hayden Federico|Federico|Hayden|LF|University of Mississippi|Ole Miss|S|R|20|181|0.243|0.389|0.343|0.731|0.099|
|Scott Campbell|Campbell|Scott|RF|University of South Carolina Upstate|South Carolina Upstate|R|R|23|188|0.394|0.502|0.628|1.13|0.234|
|Jay Campbell|Campbell|Jay|3B|Florida A\&M University|Florida A\&M|R|R|20|189|0.328|0.439|0.524|0.963|0.196|
|Caleb Daniel|Daniel|Caleb|LF|Georgia Tech|Georgia Tech|L|R|20|205|0.312|0.397|0.507|0.904|0.195|
|Tyce Armstrong|Armstrong|Tyce|RF|University of Texas-Arlington|UT Arlington|R|R|22|207|0.319|0.415|0.556|0.97|0.237|
|Easton Moomau|Moomau|Easton|3B|University of Texas Rio Grande Valley|UT Rio Grande Valley|L|R|21|217|0.332|0.42|0.424|0.844|0.092|
|Hank Warren|Warren|Hank|RF|University of Texas Rio Grande Valley|UT Rio Grande Valley|R|R|23|194|0.278|0.369|0.345|0.714|0.067|
|Tripp Garrish|Garrish|Tripp|RF|Air Force Academy|Air Force|L|L|22|187|0.299|0.438|0.476|0.914|0.176|
|Zach Peters|Peters|Zach|RF|Air Force Academy|Air Force|R|R|22|196|0.347|0.427|0.602|1.029|0.255|
|Jackson Harris|Harris|Jackson|1B|Samford University|Samford|L|L|21|214|0.332|0.402|0.477|0.878|0.145|
|Jaden Gustafson|Gustafson|Jaden|LF|Wichita State University|Wichita State|L|L|21|178|0.303|0.396|0.438|0.834|0.135|
|Sean White|White|Sean|C|Georgia Southern University|Georgia Southern|R|R|23|191|0.288|0.379|0.45|0.83|0.162|
|Xavier Esquer|Esquer|Xavier|3B|UC Santa Barbara|UC Santa Barbara|R|R|22|217|0.281|0.391|0.461|0.852|0.18|
|Ryan Dooley|Dooley|Ryan|RF|James Madison University|James Madison|L|R|24|191|0.246|0.346|0.351|0.697|0.105|
|Cross Jumper|Jumper|Cross|RF|Arkansas State University|Arkansas State|R|R|22|211|0.28|0.338|0.346|0.684|0.066|
|Aaron Lugo|Lugo|Aaron|3B|University of Houston|Houston|R|R|25|185|0.265|0.387|0.405|0.793|0.141|
|Wil French|French|Wil|1B|Arkansas State University|Arkansas State|S|R|23|203|0.291|0.41|0.468|0.878|0.177|
|Shai Robinson|Robinson|Shai|SS|Illinois State University|Illinois State|R|R|21|208|0.269|0.408|0.462|0.869|0.192|
|Luke Scales|Scales|Luke|3B|Bellarmine University|Bellarmine|R|R|0|203|0.271|0.353|0.369|0.723|0.099|
|Josh Steidl|Steidl|Josh|1B|Jacksonville University|Jacksonville|L|R|23|188|0.314|0.458|0.479|0.937|0.165|
|Terrick Thompson-Allen|Thompson-Allen|Terrick|CF|University of Illinois-Chicago|Illinois-Chicago|R|R|0|184|0.255|0.346|0.413|0.759|0.158|
|Hunter Simmons|Simmons|Hunter|P|Baylor University|Baylor|R|R|24|205|0.307|0.395|0.434|0.829|0.127|
|Evin Sullivan|Sullivan|Evin|C|Binghamton University|Binghamton|R|R|23|202|0.307|0.42|0.579|1|0.272|
|Luke Filippi|Filippi|Luke|CF|University at Albany|Albany|R|R|21|195|0.262|0.367|0.421|0.787|0.159|
|Ryan Ferremi|Ferremi|Ryan|1B|University at Albany|Albany|L|R|22|201|0.289|0.431|0.463|0.894|0.174|
|Garrett Wright|Wright|Garrett|C|Bowling Green State University|Bowling Green|R|R|20|202|0.396|0.504|0.644|1.147|0.248|
|Ty Rumsey|Rumsey|Ty|CF|University of Evansville|Evansville|L|R|22|213|0.333|0.426|0.455|0.882|0.122|
|Harrison Taubert|Taubert|Harrison|RF|University of Evansville|Evansville|R|R|24|187|0.257|0.38|0.476|0.856|0.219|
|Jack Moroknek|Moroknek|Jack|RF|Butler University|Butler|L|R|22|219|0.37|0.443|0.699|1.141|0.329|
|Ryan Drumm|Drumm|Ryan|LF|Butler University|Butler|R|R|21|188|0.303|0.386|0.495|0.881|0.191|
|Evan Cloyd|Cloyd|Evan|1B|CSU Bakersfield|CSU Bakersfield|R|R|21|188|0.239|0.408|0.404|0.812|0.165|
|Cam Hoiland|Hoiland|Cam|RF|Cal Poly|Cal Poly|L|L|22|159|0.333|0.392|0.522|0.914|0.189|
|Jonah Shields|Shields|Jonah|2B|Jacksonville University|Jacksonville|R|R|20|210|0.348|0.431|0.433|0.864|0.086|
|Jayden Melendez|Melendez|Jayden|C|University of Pittsburgh|Pittsburgh|R|R|23|189|0.212|0.36|0.354|0.715|0.143|
|Ike Shirey|Shirey|Ike|SS|Tarleton State University|Tarleton State|R|R|0|188|0.319|0.422|0.436|0.858|0.117|
|Brock Perreira|Perreira|Brock|P|CSU Bakersfield|CSU Bakersfield|L|R|0|173|0.283|0.429|0.387|0.817|0.104|
|LeTrey McCollum|McCollum|LeTrey|CF|UC Santa Barbara|UC Santa Barbara|R|R|22|213|0.371|0.472|0.54|1.012|0.169|
|Jonathan Mendez|Mendez|Jonathan|2B|UC Santa Barbara|UC Santa Barbara|R|R|20|220|0.314|0.392|0.559|0.951|0.245|
|Nathan Hall|Hall|Nathan|CF|University of South Carolina|South Carolina|R|R|22|208|0.322|0.397|0.486|0.883|0.163|
|Ty Dooley|Dooley|Ty|SS|Coastal Carolina University|Coastal Carolina|L|R|22|166|0.289|0.434|0.452|0.886|0.163|
|Michael Maginnis|Maginnis|Michael|LF|Georgia State University|Georgia State|R|R|23|225|0.302|0.385|0.516|0.9|0.213|
|Tyler Hare|Hare|Tyler|1B|Wofford College|Wofford|L|R|23|173|0.266|0.401|0.503|0.904|0.237|
|Derek Holmes|Holmes|Derek|2B|College of William & Mary|William & Mary|R|R|0|206|0.316|0.378|0.393|0.771|0.078|
|Tyler Minick|Minick|Tyler|3B|University of Connecticut|Connecticut|R|R|21|214|0.355|0.437|0.734|1.17|0.379|
|Cole Prout|Prout|Cole|RF|Central Michigan University|Central Michigan|L|L|22|198|0.278|0.375|0.52|0.895|0.242|
|Jack Cotrone|Cotrone|Jack|SS|Davidson College|Davidson|R|R|24|195|0.251|0.385|0.477|0.862|0.226|
|Tyler Figueroa|Figueroa|Tyler|3B|Appalachian State University|Appalachian State|R|R|0|199|0.271|0.383|0.457|0.841|0.186|
|Danny Barbero|Barbero|Danny|3B|Butler University|Butler|R|R|22|172|0.25|0.345|0.459|0.804|0.209|
|Sean Swenson|Swenson|Sean|1B|Virginia Commonwealth University|VCU|R|R|25|199|0.281|0.381|0.457|0.839|0.176|
|Max Bowman|Bowman|Max|3B|University of Akron|Akron|R|R|0|202|0.312|0.437|0.495|0.932|0.183|
|TJ Salvaggio|Salvaggio|TJ|SS|Southeastern Louisiana University|Southeastern Louisiana|R|R|0|222|0.32|0.409|0.563|0.972|0.243|
|Darnell Parker Jr.|Parker Jr.|Darnell|SS|Campbell University|Campbell|R|R|21|206|0.262|0.395|0.432|0.827|0.17|
|Chase Nixon|Nixon|Chase|LF|University of Memphis|Memphis|L|R|24|203|0.271|0.365|0.468|0.833|0.197|
|Isaiah Barkett|Barkett|Isaiah|3B|Stetson University|Stetson|R|R|22|221|0.389|0.461|0.498|0.958|0.109|
|Brando Leroux|Leroux|Brando|SS|Florida Atlantic University|Florida Atlantic|R|R|22|185|0.319|0.393|0.454|0.847|0.135|
|Carson Bayne|Bayne|Carson|CF|UNC Charlotte|Charlotte|R|R|23|196|0.291|0.374|0.51|0.884|0.219|
|Jalen Niles|Niles|Jalen|SS|Florida A\&M University|Florida A\&M|R|R|24|158|0.272|0.383|0.316|0.699|0.044|
|T.J. Oster|Oster|T.J.|2B|Air Force Academy|Air Force|R|R|23|184|0.239|0.319|0.359|0.678|0.12|
|Charlie Rogan|Rogan|Charlie|1B|George Washington University|George Washington|L|R|22|195|0.297|0.405|0.467|0.872|0.169|
|Ben Watson|Watson|Ben|LF|Virginia Tech|Virginia Tech|L|L|24|208|0.313|0.398|0.5|0.898|0.188|
|Charlie Parcell|Parcell|Charlie|CF|Northern Illinois University|Northern Illinois|L|L|0|209|0.301|0.416|0.45|0.866|0.148|
|Caden Bogenpohl|Bogenpohl|Caden|CF|Missouri State University|Missouri State|L|R|20|206|0.296|0.449|0.558|1.007|0.262|
|Dillon Baker|Baker|Dillon|SS|Miami University (Ohio)|Miami (OH)|R|R|24|227|0.339|0.442|0.639|1.081|0.3|
|Bear Madliak|Madliak|Bear|C|Kansas State University|Kansas State|R|R|23|165|0.242|0.369|0.442|0.811|0.2|
|Three Hillier|Hillier|Three|C|High Point University|High Point|L|R|24|194|0.294|0.39|0.521|0.91|0.227|
|Javar Williams|Williams|Javar|LF|Wake Forest University|Wake Forest|L|L|22|170|0.271|0.405|0.365|0.769|0.094|
|Will Safford|Safford|Will|SS|Louisiana Tech University|Louisiana Tech|L|R|24|151|0.185|0.344|0.291|0.635|0.106|
|Keanu Jacobs-Guishard|Jacobs-Guishard|Keanu|SS|Grambling State University|Grambling State|R|R|23|195|0.277|0.383|0.456|0.84|0.179|
|Parker Edwards|Edwards|Parker|P|Houston Christian University|Houston Christian|R|R|23|189|0.291|0.341|0.513|0.854|0.222|
|Sam Busch|Busch|Sam|1B|Michigan State University|Michigan State|L|L|24|190|0.289|0.381|0.584|0.965|0.295|
|Ryan McKay|McKay|Ryan|2B|Michigan State University|Michigan State|L|R|21|210|0.319|0.421|0.495|0.916|0.176|
|James Taussig|Taussig|James|RF|UTSA|UTSA|L|R|22|195|0.344|0.441|0.579|1.021|0.236|
|Davis Hamilton|Hamilton|Davis|3B|North Dakota State University|North Dakota State|L|R|22|207|0.314|0.402|0.473|0.875|0.159|
|Jake Sparks|Sparks|Jake|3B|Siena College|Siena|L|R|0|214|0.318|0.395|0.598|0.993|0.28|
|Billy Ham|Ham|Billy|1B|University of Nevada|Nevada|L|R|22|194|0.34|0.453|0.557|1.01|0.216|
|Bryce Calloway|Calloway|Bryce|TWP|University of New Orleans|New Orleans|R|R|22|205|0.39|0.484|0.722|1.206|0.332|
|AJ Soldra|Soldra|AJ|CF|Seton Hall University|Seton Hall|L|L|21|218|0.33|0.426|0.514|0.94|0.183|
|Logan Sauve|Sauve|Logan|C|West Virginia University|West Virginia|R|R|22|210|0.276|0.385|0.457|0.842|0.181|
|Max Knight|Knight|Max|TWP|Missouri State University|Missouri State|L|L|21|178|0.275|0.388|0.551|0.938|0.275|
|Justin Rubin|Rubin|Justin|SS|Pepperdine University|Pepperdine|R|R|22|191|0.251|0.357|0.319|0.676|0.068|
|Logan Sutter|Sutter|Logan|1B|Purdue University|Purdue|R|R|23|196|0.367|0.471|0.709|1.18|0.342|
|Austin Smith|Smith|Austin|TWP|University of San Diego|San Diego|L|L|22|218|0.353|0.414|0.528|0.941|0.174|
|Jared Mettam|Mettam|Jared|SS|Saint Mary's College (CA)|Saint Mary's|R|R|22|190|0.295|0.402|0.411|0.812|0.116|
|Logan Johnstone|Johnstone|Logan|RF|Washington State University|Washington State|L|R|22|196|0.337|0.439|0.571|1.01|0.235|
|Ryan Daniels|Daniels|Ryan|2B|University of Connecticut|Connecticut|L|R|22|203|0.365|0.476|0.744|1.22|0.379|
|Brooks Kettering|Kettering|Brooks|2B|Southeast Missouri State University|Southeast Missouri State|L|R|0|201|0.239|0.402|0.303|0.706|0.065|
|Michael Mugan|Mugan|Michael|CF|Southeast Missouri State University|Southeast Missouri State|R|R|23|221|0.281|0.377|0.462|0.838|0.181|
|Bryce Hughes|Hughes|Bryce|SS|Texas Southern University|Texas Southern|R|R|25|204|0.353|0.455|0.544|0.999|0.191|
|Charlie Iriotakis|Iriotakis|Charlie|RF|College of William & Mary|William & Mary|L|R|22|195|0.256|0.333|0.39|0.723|0.133|
|Creek Robertson|Robertson|Creek|SS|University of Memphis|Memphis|R|R|23|175|0.177|0.269|0.28|0.549|0.103|
|Eli Watson|Watson|Eli|LF|Bellarmine University|Bellarmine|L|R|23|183|0.279|0.377|0.393|0.771|0.115|
|Daniel Rogers|Rogers|Daniel|C|University of Iowa|Iowa|L|R|24|171|0.251|0.392|0.45|0.842|0.199|
|Gavin Roy|Roy|Gavin|SS|Washington State University|Washington State|R|R|22|208|0.288|0.361|0.356|0.717|0.067|
|Andrey Martinez|Martinez|Andrey|RF|Bethune-Cookman University|Bethune-Cookman|R|R|24|204|0.353|0.424|0.725|1.15|0.373|
|Jeremy Sangalang|Sangalang|Jeremy|SS|Siena College|Siena|R|R|23|210|0.3|0.414|0.381|0.795|0.081|
|Brayden Smith|Smith|Brayden|CF|Oklahoma State University|Oklahoma State|L|R|22|217|0.304|0.388|0.548|0.936|0.244|
|Charlie Niehaus|Niehaus|Charlie|SS|University of Cincinnati|Cincinnati|R|R|21|164|0.28|0.376|0.39|0.767|0.11|
|Jack Natili|Natili|Jack|C|University of Cincinnati|Cincinnati|R|R|20|198|0.338|0.451|0.556|1.006|0.217|
|Alex Adams|Adams|Alex|3B|Air Force Academy|Air Force|R|R|22|206|0.277|0.33|0.383|0.714|0.107|
|Tyler Herb|Herb|Tyler|2B|Florida Gulf Coast University|Florida Gulf Coast|L|R|20|154|0.266|0.315|0.351|0.666|0.084|
|James Murphy|Murphy|James|SS|High Point University|High Point|R|R|0|185|0.259|0.422|0.53|0.952|0.27|
|Tre Broussard|Broussard|Tre|CF|University of Houston|Houston|L|L|20|212|0.292|0.371|0.458|0.828|0.165|
|Zach Knowlton|Knowlton|Zach|CF|Central Michigan University|Central Michigan|R|R|0|182|0.275|0.353|0.33|0.683|0.055|
|Jack Zebig|Zebig|Jack|SS|University of Illinois|Illinois|L|R|21|211|0.303|0.409|0.483|0.893|0.18|
|Braden Regala|Regala|Braden|CF|Abilene Christian University|Abilene Christian|S|L|20|193|0.295|0.383|0.342|0.725|0.047|
|Diego Cardenas|Cardenas|Diego|P|Abilene Christian University|Abilene Christian|L|R|21|198|0.328|0.454|0.687|1.141|0.359|
|Grayson Ashe|Ashe|Grayson|C|Jacksonville State University|Jacksonville State|R|R|0|177|0.316|0.431|0.571|1.001|0.254|
|Keegan O'Connor|O'Connor|Keegan|LF|Kansas State University|Kansas State|R|R|25|204|0.319|0.376|0.647|1.023|0.328|
|Sawyer Solitaria|Solitaria|Sawyer|1B|Kent State University|Kent State|R|R|0|201|0.308|0.402|0.478|0.88|0.169|
|Henry Garcia|Garcia|Henry|RF|University of Louisiana at Monroe|UL Monroe|R|R|22|199|0.271|0.36|0.427|0.787|0.156|
|Luis Hernandez|Hernandez|Luis|C|Louisiana State University|Louisiana State|R|R|23|174|0.27|0.348|0.5|0.848|0.23|
|Anthony Brotz|Brotz|Anthony|2B|Marist College|Marist|R|R|0|219|0.297|0.387|0.338|0.725|0.041|
|Joe Durso|Durso|Joe|C|Long Island University-Brooklyn|LIU Brooklyn|R|R|23|190|0.279|0.379|0.416|0.795|0.137|
|Jason Claiborn|Claiborn|Jason|1B|Marist College|Marist|L|L|23|202|0.327|0.461|0.421|0.881|0.094|
|Dean Toigo|Toigo|Dean|RF|UNLV|UNLV|L|R|23|220|0.377|0.445|0.682|1.127|0.305|
|Logan Gregorio|Gregorio|Logan|LF|Northern Illinois University|Northern Illinois|L|R|21|231|0.329|0.4|0.654|1.054|0.325|
|Brayden Fraasman|Fraasman|Brayden|RF|North Carolina State University|North Carolina State|R|R|22|215|0.279|0.329|0.498|0.827|0.219|
|Mitchell Collins|Collins|Mitchell|SS|University of North Florida|North Florida|L|R|0|179|0.307|0.428|0.402|0.83|0.095|
|Jeremy Sheffield|Sheffield|Jeremy|3B|Georgetown University|Georgetown|R|R|21|186|0.242|0.369|0.36|0.729|0.118|
|Blaine Brown|Brown|Blaine|TWP|Rice University|Rice|L|L|19|209|0.292|0.362|0.493|0.855|0.201|
|Gus Gandy|Gandy|Gus|SS|Samford University|Samford|R|R|20|193|0.254|0.338|0.347|0.685|0.093|
|Jonathan Smith|Smith|Jonathan|LF|San Diego State University|San Diego State|S|R|23|193|0.301|0.359|0.456|0.815|0.155|
|Jake Radosevich|Radosevich|Jake|C|Lindenwood University|Lindenwood|R|R|0|212|0.297|0.366|0.505|0.87|0.208|
|Grant MacArthur|MacArthur|Grant|1B|University of Connecticut|Connecticut|R|R|21|179|0.296|0.447|0.52|0.966|0.223|
|Thomas Williams|Williams|Thomas|2B|University of Texas Rio Grande Valley|UT Rio Grande Valley|S|R|23|204|0.275|0.386|0.475|0.862|0.201|
|Gabe Petrucelli|Petrucelli|Gabe|2B|Southern Illinois University|Southern Illinois|L|R|0|188|0.303|0.442|0.59|1.032|0.287|
|Cecil Lofton|Lofton|Cecil|1B|Southern Illinois University|Southern Illinois|L|R|0|209|0.278|0.378|0.469|0.847|0.191|
|Jimmy Janicki|Janicki|Jimmy|3B|Troy University|Troy|R|R|0|200|0.275|0.362|0.36|0.722|0.085|
|Nate Vargas|Vargas|Nate|C|UC Santa Barbara|UC Santa Barbara|L|R|0|209|0.306|0.369|0.55|0.919|0.244|
|Jared Davis|Davis|Jared|2B|Virginia Tech|Virginia Tech|R|R|21|205|0.283|0.367|0.493|0.86|0.21|
|Rex Watson|Watson|Rex|RF|University of San Diego|San Diego|L|L|19|190|0.295|0.4|0.532|0.932|0.237|
|Michael Zito|Zito|Michael|SS|Rice University|Rice|R|R|20|185|0.276|0.358|0.411|0.769|0.135|
|Brody Capps|Capps|Brody|1B|University of Tennessee at Martin|UT Martin|R|R|21|207|0.309|0.396|0.493|0.889|0.184|
|Reid Howard|Howard|Reid|SS|Western Kentucky University|Western Kentucky|R|R|0|181|0.287|0.356|0.448|0.804|0.16|
|Jayden Smith|Smith|Jayden|CF|Utah Valley University|Utah Valley|R|R|23|208|0.389|0.5|0.51|1.01|0.12|
|Braydon Wooldridge|Wooldridge|Braydon|TWP|UC Davis|UC Davis|L|L|22|188|0.287|0.376|0.378|0.753|0.09|
|Armani Raygoza|Raygoza|Armani|1B|University of Texas Rio Grande Valley|UT Rio Grande Valley|L|R|21|211|0.384|0.474|0.706|1.18|0.322|
|Khalil Walker|Walker|Khalil|CF|University of New Mexico|New Mexico|L|L|23|198|0.399|0.457|0.591|1.048|0.192|
|Taylor Holder|Holder|Taylor|LF|University of Nevada|Nevada|R|R|23|196|0.281|0.385|0.505|0.89|0.224|
|Nathan Cadena|Cadena|Nathan|1B|Long Beach State University|Long Beach State|R|R|22|188|0.245|0.375|0.404|0.779|0.16|
|Logan Braunschweig|Braunschweig|Logan|CF|UAB|UAB|L|R|23|204|0.319|0.437|0.5|0.937|0.181|
|Jalen Fithian|Fithian|Jalen|CF|University of Tennessee at Martin|UT Martin|R|R|0|218|0.298|0.386|0.422|0.808|0.124|
|Easton Breyfogle|Breyfogle|Easton|LF|University of Arizona|Arizona|L|R|21|172|0.244|0.32|0.419|0.738|0.174|
|Nyan Hayes|Hayes|Nyan|SS|Grambling State University|Grambling State|R|R|23|206|0.277|0.42|0.49|0.91|0.214|
|JT Sokolove|Sokolove|JT|CF|Michigan State University|Michigan State|R|R|23|188|0.25|0.385|0.324|0.709|0.074|
